"","county","state","clinton_16","trump_16","obama_08","mccain_08","obama_12","romney_12","clinton_primary","sanders_primary","miss_data","alcohol_08","alcohol_12","alcohol_16","drug_08","drug_12","drug_16","suicides_08","suicides_12","suicides_16","pop_2014","pop_2010","perc_under_18","perc_over_65","perc_females","perc_white","perc_black","perc_asian","perc_hisp","perc_immigrants","perc_high_school","perc_bachelors","perc_vets","commuting_time","perc_own_homes","per_cap_income","median_hh_income","perc_below_poverty","land_area","pop_density_2010","pop_density_2014","religious_14","civic_14","business_14","political_14","professsional_14","labor_14","bowling_14","recreation_14","golf_14","sports_14","pop_14","soc_cap_agg_14","voter_to_12","census_resp_10","non_profits_14","soc_cap_indx_14","hh_inc_change_p25","hh_inc_change_p75","diversity_idx_2016","total_votes_16","total_votes_08","total_votes_12","primary_total","suicides_16_scaled","alcohol_08_scaled","alcohol_12_scaled","alcohol_16_scaled","drug_08_scaled","drug_12_scaled","drug_16_scaled","suicides_08_scaled","suicides_12_scaled","religious_14_scaled","civic_14_scaled","business_14_scaled","political_14_scaled","professsional_14_scaled","labor_14_scaled","bowling_14_scaled","recreation_14_scaled","golf_14_scaled","sports_14_scaled","non_profits_14_scaled","total_mort_08","total_mort_12","total_mort_16","total_mort_08_scaled","total_mort_12_scaled","total_mort_16_scaled","trump_over_romney","trump_over_mccain","trump_over_hillary"
"1256","Calhoun","Michigan",24157,31494,34550,28538,29270,28338,5231,5812,0,14,25,27,26,37,47,20,20,25,134878,136146,23.2,16.4,51.2,83,11.1,2,4.8,3.6,88.8,19.5,11349,20,69.7,22978,42110,17.8,706.23,192.8,190.9831075,93,18,5,0,1,16,2,12,12,0,134821,1.179341497,0.578210657,0.79,626,-0.773032099,-0.47,-0.11,0.541947,55651,63088,57608,11043,18.5352689096813,10.3797505894216,18.5352689096813,20.0180904224558,19.2766796660686,27.4321979863284,34.8463055502009,14.8282151277451,14.8282151277451,68.9512003440146,13.3453936149706,3.70705378193627,0,0.741410756387254,11.8625721021961,1.48282151277451,8.89692907664704,8.89692907664704,0,464.123133498421,60,82,99,0.000440703362566656,0.000602294595507764,0.000733996648823381,3156,2956,7337
"1257","Cass","Michigan",7270,14243,12080,11112,9587,12660,1657,1684,0,7,4,3,4,3,8,11,7,13,51608,52293,21.3,19.4,50,89.6,5.4,0.8,3.5,2,87.2,16.2,4669,25.6,83.6,22743,44346,14.5,490.06,106.7,105.3095539,35,6,2,0,0,1,0,2,5,0,51775,0.985031386,0.57088463,0.74,194,-1.115031675,-0.09,0.06,0.53262,21513,23192,22247,3341,25.1898930398388,13.5637885599132,7.75073631995039,5.8130522399628,7.75073631995039,5.8130522399628,15.5014726399008,21.3145248798636,13.5637885599132,67.818942799566,11.6261044799256,3.8753681599752,0,0,1.9376840799876,0,3.8753681599752,9.68842039993799,0,375.910711517594,22,14,24,0.000420706404298855,0.000267722257281089,0.000465044179197024,1583,3131,6973
"1258","Charlevoix","Michigan",5137,8674,6817,7306,5936,7997,1044,1730,0,2,2,6,3,4,1,5,3,3,26121,25949,20.3,21.5,50.6,95.6,0.5,0.5,1.8,2.4,91.6,27,2356,18.8,81.6,26947,45949,13.3,416.34,62.3,62.73958784,23,2,5,0,1,1,1,5,6,0,26171,1.681250239,0.642879956,0.68,206,0.540557181,-0.22,-0.03,0.528257,13811,14123,13933,2774,11.4850120592627,7.65667470617511,7.65667470617511,22.9700241185253,11.4850120592627,15.3133494123502,3.82833735308755,19.1416867654378,11.4850120592627,88.0517591210137,7.65667470617511,19.1416867654378,0,3.82833735308755,3.82833735308755,3.82833735308755,19.1416867654378,22.9700241185253,0,788.637494736036,10,9,10,0.000385371305252611,0.00034683417472735,0.000382833735308755,677,1368,3537
"1259","Cheboygan","Michigan",4302,8683,6721,6919,5829,7284,1010,1318,0,2,5,3,5,6,3,5,5,4,25675,26152,17.8,24.7,50.2,93.2,0.6,0.4,1.4,1,87.8,16.3,2719,26.4,81.1,23412,38410,17.8,715.26,36.6,35.8960378,17,5,4,0,0,2,2,1,6,0,25685,1.440529492,0.62957007,0.6,161,0.02049171,-0.08,-0.12,0.526757,12985,13640,13113,2328,15.5793573515093,7.78967867575463,19.4741966893866,11.6845180136319,19.4741966893866,23.3690360272639,11.6845180136319,19.4741966893866,19.4741966893866,66.2122687439143,19.4741966893866,15.5793573515093,0,0,7.78967867575463,7.78967867575463,3.89483933787731,23.3690360272639,0,627.069133398247,12,16,10,0.000458855919241358,0.000611807892321811,0.000389483933787731,1399,1764,4381
"1260","Chippewa","Michigan",5379,9122,8169,8249,7100,8278,1230,1793,0,8,1,7,6,5,6,10,6,5,38321,38520,19.1,16.1,44.9,71.6,6.9,0.9,1.8,2.8,89.8,18.5,3760,16.2,70.3,20589,41637,17.7,1558.42,24.7,24.58964849,25,7,2,0,0,6,1,2,3,0,38320,1.200417537,0.638758926,0.58,222,-0.231768308,0.09,-0.03,0.523314,14501,16418,15378,3023,13.0476762088672,20.8762819341875,2.60953524177344,18.2667466924141,15.6572114506406,13.0476762088672,15.6572114506406,26.0953524177344,15.6572114506406,65.238381044336,18.2667466924141,5.21907048354688,0,0,15.6572114506406,2.60953524177344,5.21907048354688,7.82860572532032,0,579.316823673704,24,12,18,0.000623052959501558,0.000311526479750779,0.000469716343519219,844,873,3743
"1261","Clare","Michigan",4249,8505,7496,6793,6337,6988,1090,1239,0,3,2,5,7,4,12,1,3,9,30652,30926,20,21.8,50.2,96.6,0.7,0.3,1.9,1,83.9,11.1,3196,26.1,80.4,18148,32668,26.5,564.32,54.8,54.31669974,18,7,4,0,0,0,2,2,5,0,30670,1.238995761,0.574198486,0.74,139,-0.737701565,-0.02,-0.02,0.521448,12754,14289,13325,2329,29.3618687198225,9.78728957327417,6.52485971551612,16.3121492887903,22.8370090043064,13.0497194310322,39.1491582930967,3.26242985775806,9.78728957327417,58.723737439645,22.8370090043064,13.0497194310322,0,0,0,6.52485971551612,6.52485971551612,16.3121492887903,0,453.47775022837,11,9,26,0.000355687770807735,0.00029101726702451,0.000848231763017095,1517,1712,4256
"1262","Clinton","Michigan",16492,21636,20001,19724,18187,20630,3402,4496,0,2,5,5,3,3,10,4,6,13,77297,75382,23,15.3,50.6,94.2,1.9,1.5,4.4,2.9,92.9,28.2,4812,23,80.8,28449,60466,11.1,566.41,133.1,136.4682827,42,6,2,0,1,2,3,5,6,0,77353,0.866159037,0.709019282,0.85,403,-0.43809863,0.55,0.06,0.514326,38128,39725,38817,7898,16.8182465037453,2.58742253903774,6.46855634759434,6.46855634759434,3.88113380855661,3.88113380855661,12.9371126951887,5.17484507807548,7.76226761711321,54.3358733197925,7.76226761711321,2.58742253903774,0,1.29371126951887,2.58742253903774,3.88113380855661,6.46855634759434,7.76226761711321,0,521.365641616104,9,14,28,0.000119391897269905,0.000185720729086519,0.000362239155465283,1006,1912,5144
"1263","Crawford","Michigan",2110,4354,3440,3558,2994,3744,494,631,0,2,3,1,2,4,5,1,0,3,13745,14074,18,24,49.6,96.7,0.8,0.5,1.8,1.7,85.4,15.2,1611,21.2,82.1,21492,40295,16.8,556.28,25.3,24.70877975,8,2,1,0,0,1,0,1,2,0,13742,1.091544171,0.609917651,0.5,66,-0.591433151,-0.38,-0.29,0.50011,6464,6998,6738,1125,21.8261185885777,14.5507457257184,21.8261185885777,7.27537286285922,14.5507457257184,29.1014914514369,36.3768643142961,7.27537286285922,0,58.2029829028738,14.5507457257184,7.27537286285922,0,0,7.27537286285922,0,7.27537286285922,14.5507457257184,0,480.174608948709,5,7,9,0.000355265027710672,0.000497371038794941,0.00065478355765733,610,796,2244
"1264","Delta","Michigan",6436,11121,9976,8763,8330,9533,1409,1705,0,5,5,5,1,2,3,4,6,9,36559,37069,20.3,21.4,50.4,94.6,0.3,0.4,1.1,1.2,91.4,18.2,4361,18,79.3,22471,42676,16.4,1171.1,31.7,31.21765861,36,3,1,1,0,8,1,7,5,0,36552,1.696213613,0.618108349,0.72,233,0.179479116,0.14,-0.04,0.479879,17557,18739,17863,3114,24.617741185481,13.6765228808228,13.6765228808228,13.6765228808228,2.73530457616456,5.47060915232911,8.20591372849367,10.9412183046582,16.4118274569873,98.470964741924,8.20591372849367,2.73530457616456,2.73530457616456,0,21.8824366093164,2.73530457616456,19.1471320331519,13.6765228808228,0,637.325966246342,10,13,17,0.000269767190914241,0.000350697348188513,0.000465001777947975,1588,2358,4685
"1265","Dickinson","Michigan",3923,8580,5995,7049,4952,7688,908,1075,0,5,3,8,2,0,5,3,7,7,25957,26168,20.1,20.4,49.9,96.9,0.5,0.5,1.4,1.4,93.8,20,2815,15.2,81.2,24611,44136,12.7,761.4,34.4,34.09114789,27,2,1,0,0,7,1,6,4,0,25947,1.849924847,0.595094305,0.74,172,0.259326125,0.26,0.03,0.475982,12503,13044,12640,1983,26.9676773124783,19.2626266517702,11.5575759910621,30.8202026428324,7.70505066070809,0,19.2626266517702,11.5575759910621,26.9676773124783,104.018183919559,7.70505066070809,3.85252533035405,0,0,26.9676773124783,3.85252533035405,23.1151519821243,15.4101013214162,0,662.634356820896,10,10,20,0.000382146132681137,0.000382146132681137,0.000770505066070809,892,1531,4657
"1266","Eaton","Michigan",24938,27609,30736,25898,27912,26193,5866,7125,0,4,12,13,11,12,22,13,10,16,108579,107759,21.7,16.4,51.1,88.1,7,2,5.3,3.5,93.4,24.6,8128,22.6,72.6,26582,54115,10.8,575.18,187.3,188.773949,69,7,16,0,11,6,1,6,5,0,108706,1.113094033,0.679018925,0.82,589,-0.293950049,0.16,0.1,0.463857,52547,56634,54105,12991,14.7358144760957,3.68395361902394,11.0518608570718,11.9728492618278,10.1308724523158,11.0518608570718,20.2617449046317,11.9728492618278,9.20988404755984,63.5481999281629,6.44691883329189,14.7358144760957,0,10.1308724523158,5.52593042853591,0.920988404755984,5.52593042853591,4.60494202377992,0,542.462170401275,28,34,51,0.000259839085366419,0.000315518889373509,0.000469704086425552,1416,1711,2671
"1267","Emmet","Michigan",6972,10616,8515,9315,7225,10253,1369,2589,0,3,1,9,4,1,2,5,1,4,33204,32694,20.6,19.7,50.7,92.7,0.7,0.5,1.6,2.2,93.8,31.8,2872,19.3,77.4,29718,50929,10.9,467.49,69.9,71.02611821,29,4,4,0,1,2,1,7,9,0,33200,1.71686747,0.655694609,0.77,272,0.649375228,0.13,-0.28,0.456623,17588,17830,17478,3958,12.0467413564631,9.03505601734731,3.01168533911577,27.1051680520419,12.0467413564631,3.01168533911577,6.02337067823154,15.0584266955788,3.01168533911577,87.3388748343573,12.0467413564631,12.0467413564631,0,3.01168533911577,6.02337067823154,3.01168533911577,21.0817973738104,27.1051680520419,0,819.178412239489,12,3,15,0.000367039823820885,9.17599559552211e-05,0.000451752800867365,363,1301,3644
"1268","Genesee","Michigan",102751,84175,143919,72445,128972,71807,31366,28171,0,36,49,55,94,104,151,45,58,37,412895,425790,23.4,15.7,51.8,75.2,20.6,1.1,3.2,2.3,88.7,18.9,29730,25.5,70.3,22380,42089,21,636.98,668.5,648.2071651,265,33,13,2,2,34,12,24,15,1,412934,0.971099498,0.60329753,0.82,1678,-0.96735004,-0.83,-0.23,0.417471,186926,216364,200779,59537,8.96111602223326,8.71892369730803,11.8674239213359,13.3205778708873,22.766078542971,25.1880017922232,36.5710410637087,10.898654621635,14.0471548456629,64.1809661051841,7.99234672253236,3.1485002240279,0.484384649850446,0.484384649850446,8.23453904745759,2.90630789910268,5.81261579820536,3.63288487387835,0.242192324925223,406.398721224524,175,211,243,0.000411000728058433,0.000495549449259024,0.000588527349568292,12368,11730,-18576
"1269","Gladwin","Michigan",3794,8124,6590,6391,5760,6661,985,1083,0,3,0,4,3,2,5,0,3,6,25411,25692,19.3,25.1,49.7,97.7,0.5,0.3,1.3,1.6,83.9,11.8,2636,29.2,84.5,20368,37626,21.4,501.78,51.2,50.64171549,13,4,2,0,0,2,2,1,1,0,25451,0.982279675,0.59147316,0.78,128,-0.825321291,0.15,0.08,0.414104,11918,12981,12421,2068,23.6118216520405,11.8059108260202,0,15.7412144346936,11.8059108260202,7.87060721734682,19.676518043367,0,11.8059108260202,51.1589469127543,15.7412144346936,7.87060721734682,0,0,7.87060721734682,7.87060721734682,3.93530360867341,3.93530360867341,0,503.718861910196,6,5,15,0.000233535730966838,0.000194613109139032,0.000590295541301011,1463,1733,4330
"1270","Gogebic","Michigan",2925,4018,4757,3330,4058,3444,678,790,0,0,3,3,2,1,3,7,5,1,15737,16427,16,22.9,45.6,90.7,4.5,0.5,1.2,1,91.7,18.3,1941,19.2,75.5,20330,34252,20.3,1101.85,14.9,14.28234333,15,4,1,0,0,2,0,2,1,0,15678,1.594591147,0.565668633,0.65,112,0.029677649,0.02,-0.02,0.411708,6943,8087,7502,1468,6.35445129313084,0,19.0633538793925,19.0633538793925,12.7089025862617,6.35445129313084,19.0633538793925,44.4811590519159,31.7722564656542,95.3167693969626,25.4178051725234,6.35445129313084,0,0,12.7089025862617,0,12.7089025862617,6.35445129313084,0,711.698544830654,9,9,7,0.000547878492725391,0.000547878492725391,0.000444811590519159,574,688,1093
"1271","GrandTraverse","Michigan",20965,27413,23255,24713,20875,26532,4140,8091,0,11,19,16,9,14,20,12,10,15,90782,86986,20.8,17.1,50.6,94.9,1.3,0.7,2.7,2,93.3,30.4,7144,20.3,75.4,27660,51766,11.7,464.33,187.3,195.5118127,64,8,8,2,1,8,1,9,6,1,90796,1.189479713,0.689373375,0.81,575,-0.021198321,NA,NA,0.405884,48378,47968,47407,12231,16.5230992928113,12.116939481395,20.9292591042277,17.6246392456654,9.91385957568681,15.4215593399573,22.0307990570818,13.2184794342491,11.0153995285409,70.4985569826618,8.81231962283272,8.81231962283272,2.20307990570818,1.10153995285409,8.81231962283272,1.10153995285409,9.91385957568681,6.60923971712454,1.10153995285409,633.385472891102,32,43,51,0.000367875290276596,0.000494332421309176,0.000561785375955586,881,2700,6448
"1272","Gratiot","Michigan",5666,9880,9102,8324,7606,8236,1185,1812,0,3,2,3,4,2,2,4,3,0,41665,42476,20.5,16.4,46.7,91.9,5.6,0.5,5.7,1.4,87.7,14,3063,22.3,76.1,18836,40359,19.1,568.46,74.7,73.29451501,34,7,1,0,0,4,2,1,5,0,41633,1.297048015,0.608839276,0.85,214,-0.476962219,0.04,0.05,0.401317,15546,17426,15842,2997,0,7.20028801152046,4.80019200768031,7.20028801152046,9.60038401536061,4.80019200768031,4.80019200768031,9.60038401536061,7.20028801152046,81.6032641305652,16.8006720268811,2.40009600384015,0,0,9.60038401536061,4.80019200768031,2.40009600384015,12.0004800192008,0,513.620544821793,11,7,5,0.000258969771164893,0.00016479894528675,0.000120004800192008,1644,1556,4214
"1273","Hillsdale","Michigan",4799,14095,8765,11221,7106,11727,977,1380,0,2,2,5,4,0,13,7,10,11,45830,46688,22.3,17.7,50.1,97.1,0.7,0.4,2.1,0.7,87,15.3,3707,24.1,80,20379,41759,19.7,598.13,78.1,76.622139,32,8,2,0,0,1,2,3,5,0,45917,1.154256593,0.566681501,0.79,196,-0.907994742,0,0.03,0.354523,18894,19986,18833,2357,24.0017455814968,4.36395374209033,4.36395374209033,10.9098843552258,8.72790748418067,0,28.3656993235872,15.2738380973162,21.8197687104517,69.8232598734453,17.4558149683613,4.36395374209033,0,0,2.18197687104517,4.36395374209033,6.5459306131355,10.9098843552258,0,427.667466724853,13,12,29,0.000278444139821796,0.000257025359835504,0.000632773292603098,2368,2874,9296
"1274","Houghton","Michigan",6018,8475,7473,8100,6530,8040,1109,2039,0,5,8,5,2,1,6,7,6,5,36495,36628,20.6,16.1,45.8,93.7,0.9,3.2,1.4,4.7,91,28.9,2979,14.7,69.6,19783,35430,23,1009.1,36.3,36.1658904,31,4,1,0,0,5,2,3,3,0,36491,1.342796854,0.630653681,0.67,256,0.041690031,0.24,0.18,0.347391,14493,15573,14570,3148,13.700506918756,13.700506918756,21.9208110700096,13.700506918756,5.4802027675024,2.7401013837512,16.4406083025072,19.1807096862584,16.4406083025072,84.9431428962872,10.9604055350048,2.7401013837512,0,0,13.700506918756,5.4802027675024,8.2203041512536,8.2203041512536,0,701.465954240307,14,15,16,0.000382221251501583,0.000409522769465982,0.000438416221400192,435,375,2457
"1275","Huron","Michigan",4579,10692,8367,8434,6432,8686,1050,1184,0,3,4,3,5,3,8,5,7,9,32065,33118,19.6,23.4,50.5,97.8,0.5,0.5,2.1,1.7,86.9,13.7,2670,20.7,81.6,22120,40204,15.8,835.71,39.6,38.36857283,41,3,3,0,1,2,3,2,7,0,32082,1.932547846,0.610375276,0.68,220,0.457177119,0.66,0.16,0.339937,15271,16801,15118,2234,28.0679869016061,9.3559956338687,12.4746608451583,9.3559956338687,15.5933260564478,9.3559956338687,24.9493216903165,15.5933260564478,21.830656479027,127.865273662872,9.3559956338687,9.3559956338687,0,3.11866521128957,6.23733042257914,9.3559956338687,6.23733042257914,21.830656479027,0,686.106346483705,13,14,20,0.000392535781146204,0.000422730841234374,0.000623733042257914,2006,2258,6113
"1276","Ingham","Michigan",79110,43868,95698,47143,80903,45365,17884,22580,0,22,33,25,25,39,78,25,29,41,284582,280895,20.4,11.9,51.5,77.1,12.2,6.1,7.6,8.5,91.1,36.5,16206,19.8,59.3,24754,45321,21.9,556.12,505.1,511.7276847,177,34,72,5,43,50,3,23,11,2,284263,1.477504987,0.640931207,0.81,1931,0.117297375,-0.33,-0.01,0.334798,122978,142841,126268,40464,14.4070953187482,7.73063651249903,11.5959547687486,8.7848142187489,8.7848142187489,13.7043101812483,27.4086203624966,8.7848142187489,10.1903844937487,62.1964846687422,11.9473473374985,25.3002649499968,1.75696284374978,15.1098804562481,17.5696284374978,1.05417770624987,8.08202908124899,3.86531825624952,0.702785137499912,678.539050256165,72,101,144,0.000256323537264814,0.000359564961996476,0.000506005298999937,-1497,-3275,-35242
"1277","Ionia","Michigan",8352,16635,14808,15850,11016,14319,1491,2812,0,3,3,4,11,2,15,11,9,7,64294,63905,23.2,13,46.3,92.5,4.9,0.5,4.7,1.4,87.9,14,4782,27.6,78.2,20206,47892,15.8,571.3,111.9,112.5398215,40,6,1,0,0,5,2,2,4,0,64299,0.933140484,0.611856637,0.84,221,-1.081820973,0.19,0.12,0.334216,24987,30658,25335,4303,10.8874856129654,4.66606526269947,4.66606526269947,6.22142035026597,17.1089059632314,3.11071017513298,23.3303263134974,17.1089059632314,13.9981957880984,62.2142035026597,9.33213052539895,1.55535508756649,0,0,7.77677543783246,3.11071017513298,3.11071017513298,6.22142035026597,0,343.733474352195,25,14,26,0.000391205695954933,0.000219075189734763,0.000404392322767288,2316,785,8283
"1278","Iosco","Michigan",4345,8345,7307,6583,6242,6906,1077,1202,0,4,7,4,1,4,10,1,8,9,25420,25887,17.1,27.9,50.4,96,0.6,0.7,2.1,2.4,87.4,14,3474,21.1,81.3,22047,36236,19,549.1,47.1,46.29393553,20,7,3,0,0,1,2,1,4,0,25391,1.496593281,0.604703856,0.68,148,-0.135669253,-0.27,0,0.334101,12690,13890,13148,2279,35.405192761605,15.73564122738,27.537372147915,15.73564122738,3.933910306845,15.73564122738,39.33910306845,3.933910306845,31.47128245476,78.6782061369001,27.537372147915,11.801730920535,0,0,3.933910306845,7.86782061369001,3.933910306845,15.73564122738,0,582.218725413061,6,19,23,0.000231776567389037,0.000733959130065284,0.000904799370574351,1439,1762,4000
"1279","Iron","Michigan",2004,3675,3080,2947,2687,3224,527,546,0,0,0,1,0,1,7,2,1,3,11387,11817,16.5,28.2,50.6,96.6,0.3,0.3,1.7,1.8,89.2,18.4,1476,19.5,84.5,21499,34685,14.2,1166.15,10.1,9.764610042,14,0,1,1,0,1,0,1,2,0,11357,1.761028441,0.63164557,0.6,109,0.892449307,0.19,0.11,0.332108,5679,6027,5911,1073,26.345832967419,0,0,8.781944322473,0,8.781944322473,61.473610257311,17.563888644946,8.781944322473,122.947220514622,0,8.781944322473,8.781944322473,0,8.781944322473,0,8.781944322473,17.563888644946,0,957.231931149556,2,2,11,0.000169247694000169,0.000169247694000169,0.00096601387547203,451,728,1671
"1280","Isabella","Michigan",11404,12338,16679,11220,13038,10800,2032,4024,0,1,4,6,4,6,15,3,8,8,70616,70311,17.4,11,51.4,88.9,2.7,1.9,3.7,3,90.1,25.3,3584,17.7,58.7,19061,36372,31.5,572.68,122.8,123.3079556,36,4,5,1,1,5,2,4,7,0,70820,0.917819825,0.558918268,0.8,295,-1.173680363,-0.05,0.07,0.331527,23742,27899,23838,6056,11.3288773082588,1.41610966353234,5.66443865412938,8.49665798119406,5.66443865412938,8.49665798119406,21.2416449529852,4.24832899059703,11.3288773082588,50.9799478871644,5.66443865412938,7.08054831766172,1.41610966353234,1.41610966353234,7.08054831766172,2.83221932706469,5.66443865412938,9.91276764472641,0,417.752350742041,8,18,29,0.00011378020508882,0.000256005461449844,0.00041067180242438,1538,1118,934
"1281","Jackson","Michigan",25795,39793,37480,35692,32301,36298,5288,6804,0,9,21,10,28,25,57,23,17,12,159741,160248,22.1,16,48.8,87.8,8.3,0.9,3.4,1.7,89.1,18.8,12517,23.3,73.1,22613,46615,17,701.67,228.4,227.6583009,81,13,6,1,1,12,4,14,15,0,159624,0.920914148,0.610385501,0.81,638,-0.991374804,-0.34,-0.07,0.32426,65588,73172,68599,12092,7.512160309501,5.63412023212575,13.1462805416268,6.26013359125084,17.5283740555023,15.6503339781271,35.6827614701298,14.3983072598769,10.6422271051264,50.7070820891318,8.13817366862609,3.7560801547505,0.626013359125084,0.626013359125084,7.512160309501,2.50405343650033,8.76418702775117,9.39020038687626,0,399.396523121803,60,63,79,0.000374419649543208,0.000393140632020368,0.000494550553708816,3495,4101,13998
"1282","Kalamazoo","Michigan",67148,51034,73407,48411,69045,52660,12611,20162,0,16,30,34,28,27,63,43,26,35,258818,250331,22.1,13.5,51,82.1,11.4,2.6,4.7,4.8,92.6,34,15405,20,64.7,25757,45775,19.1,561.66,445.7,460.8090304,174,24,8,0,6,27,4,30,14,1,258908,1.112364237,0.632866648,0.81,1164,-0.6408959,-0.34,0.06,0.298347,118182,121818,121705,32773,13.5230161735273,6.18195025075536,11.5911567201663,13.1366442828551,10.8184129388219,10.4320410481497,24.3414291123492,16.613991298905,10.0456691574775,67.2287089769645,9.27292537613304,3.09097512537768,0,2.31823134403326,10.4320410481497,1.54548756268884,11.5911567201663,5.40920646941094,0.38637189067221,449.736880742452,87,83,132,0.000347539857229029,0.000331561013218499,0.000510010895687317,-1626,2623,-16114
"1283","Kalkaska","Michigan",2280,6116,3780,4527,3268,4897,590,987,0,2,2,5,1,1,3,3,3,3,17394,17153,21.7,19,49.2,96.4,0.6,0.4,1.9,1,85.9,12.1,1610,27.5,81.2,20258,40140,16.3,559.87,30.6,31.06792648,11,1,0,0,0,2,0,0,3,0,17378,0.97824836,0.585839334,0.53,64,-0.997027689,-0.1,-0.1,0.298113,8396,8307,8165,1577,17.247326664367,11.4982177762447,11.4982177762447,28.7455444406117,5.74910888812234,5.74910888812234,17.247326664367,17.247326664367,17.247326664367,63.2401977693458,5.74910888812234,0,0,0,11.4982177762447,0,0,17.247326664367,0,367.94296883983,6,6,11,0.000349793039118522,0.000349793039118522,0.000632401977693458,1219,1589,3836
"1284","Kent","Michigan",138683,148180,149855,148305,134560,157801,26032,43444,0,56,53,69,60,69,81,67,59,75,629237,602622,25.1,12.2,50.8,83.3,10.4,2.8,10.1,7.4,89.4,31.7,34393,21.1,70.1,25889,51667,15.5,846.95,711.5,742.9446839,506,75,24,5,10,33,12,69,29,3,630225,1.215438931,0.672045601,0.82,3168,-0.298189713,-0.25,0.23,0.291752,286863,298160,292361,69476,11.9191973771409,8.89966737493186,8.42289947984623,10.9656615869696,9.53535790171271,10.9656615869696,12.8727331673122,10.6478163235792,9.3764352700175,80.4148516377772,11.9191973771409,3.81414316068508,0.794613158476059,1.58922631695212,5.24444684594199,1.90707158034254,10.9656615869696,4.60875631916114,0.476767895085635,503.466897210431,183,181,225,0.000303672949211944,0.000300354119165912,0.000357575921314227,-9621,-125,9497
"1285","Keweenaw","Michigan",527,814,610,756,582,774,128,188,-1,1,0,0,0.244665953,0.243931911,0.244454849,0,1,0,2217,2156,17.1,30.9,48.7,98.5,0.2,0,1,1.1,92.8,23.9,351,20.5,85.9,24802,39038,15.8,540.11,4,4.104719409,1,0,0,0,0,0,0,0,0,0,2210,0.452488688,0.715313464,0.38,12,-0.58012738,NA,NA,0.288816,1341,1366,1356,316,0,45.10599909788,0,0,11.0359022553,11.0027925575101,11.0263801984664,0,45.10599909788,45.10599909788,0,0,0,0,0,0,0,0,0,541.27198917456,1.244665953,1.243931911,0.244454849,0.000577303317717996,0.00057696285296846,0.000110263801984664,40,58,287
"1286","Lake","Michigan",1939,3159,2919,2269,2752,2487,548,514,0,0,0,1,1,1,1,4,2,4,11341,11539,16.9,26.2,49.2,87.2,9.1,0.2,2.5,0.9,80.3,8.4,1272,25.2,81.3,16202,29379,27.9,567.37,20.3,19.98871988,12,3,0,0,0,0,1,0,1,0,11345,1.49845747,0.587183474,0.28,49,-0.32574753,-0.01,-0.17,0.27436,5098,5188,5239,1062,35.2702583546425,0,0,8.81756458866061,8.81756458866061,8.81756458866061,8.81756458866061,35.2702583546425,17.6351291773212,105.810775063927,26.4526937659818,0,0,0,0,8.81756458866061,0,8.81756458866061,0,432.06066484437,5,3,6,0.000433313112054771,0.000259987867232862,0.000529053875319637,672,890,1220
